name,price,currency,description,thumbnail,mahly_category_id,updated_date,rand,category_id,category_name,category_level1,category_level2,category_level3,row_id,full_path
"اشتراك سبوتيفاي 6 أشهر | Spotify Premium",89.99,"SAR","<p>🎧 استمتع بتجربة موسيقية لا مثيل لها مع اشتراك سبوتيفاي بريميوم! 🎧</p><p>Spotify Premium</p><p><br></p><p>اكتشف منصة الموسيقى الأولى عالميًا، واستمتع بكل ما تحبه من الأغاني العربية والعالمية في مكان واحد.</p><p>أنشئ قوائم التشغيل الخاصة بك، واكتشف ملايين الأغاني بسهولة!</p><p><br></p><p>🌟 مزايا اشتراك سبوتيفاي بريميوم:</p><ul><li>تشغيل الموسيقى في الخلفية، حتى لو كان هاتفك مغلقًا أو تستخدم تطبيقات أخرى.</li><li>استمتع بأغانيك المفضلة بدون إعلانات مزعجة.</li><li>وصول حصري لأحدث الأغاني والإصدارات العالمية والعربية.</li><li>إمكانية تنزيل الأغاني والاستماع إليها دون اتصال بالإنترنت.</li></ul><h2><br></h2><p>✨ الضمان والجودة:</p><ul><li>مدة ضمان الاشتراك بنفس مدة الاشتراك التي اخترتها.</li><li>ستحصل على دعوة خاصة على الرقم المسجل في طلبك، وبإمكانك الانضمام إلى اشتراكك فورًا.</li></ul><p><br></p><p>📥 طريقة استلام الاشتراك:</p><p>سيتم إرسال رابط تفعيل اشتراكك في سبوتيفاي مباشرة إلى حسابك الشخصي،</p><p>دون الحاجة لأي معلومات دخول أو بيانات إضافية، لسهولة وسرعة تفعيل اشتراكك فورًا.</p><p><br></p><p>📩 **الاستفسار، تواصل معنا الآن عبر قنوات دعم*</p><p>الواتساب :&nbsp;<a href=""https://api.whatsapp.com/send/?phone=966532170085&amp;text&amp;type=phone_number&amp;app_absent=0"" target=""_blank"" style=""color: rgb(51, 122, 183);"">966532170085</a></p><p>تيليجرام :&nbsp;<a href=""https://t.me/TRxSTOREBOT"" target=""_blank"" style=""color: rgb(51, 122, 183);"">TRxSTOREBOT</a></p><p>يسعدنا خدمتكم على مدار الساعة.</p><p><br></p><p class=""ql-align-right text-right"">🎶 سبوتيفاي بريميوم.. عالم من الموسيقى بين يديك! 🎶</p>","https://cdn.salla.sa/WAaN/6190f35a-45ae-43e3-ba03-431416bbc5fb-500x500-DcbXcQvHGWqodWDZTxcxiwNONph0XIoGQi2nZCGn.jpg",1135,"2026-02-04T19:30:11Z",5,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"اشتراك نورد في بي ان | NordVPN",188,"SAR","<p class=""ql-align-right""><img src=""https://cdn.salla.sa/WAaN/vp7mOrNgAJPOeHC51p0zTSU89GDurReoQLHx3zNg.png""></p><p><img src=""https://cdn.salla.sa/WAaN/lvngM9AhDejwjzEXwX2UqJlKAkT3YQv3eV2Ak77D.jpg""></p><p><br></p><p><span style=""color: rgb(6, 5, 5);"">- : يمكنك تحميل البرنامج من الموقع الرسمي من </span><a href=""https://nordvpn.com/ar/download/"" target=""_blank"" style=""color: rgb(6, 5, 5);"">هنا</a></p><p><br></p><p><span style=""color: rgb(6, 5, 5);"">او يمكنك التحميل مباشرة من نظام الويندوز </span><a href=""https://downloads.nordcdn.com/apps/windows/NordVPN/latest/NordVPNSetup.exe"" target=""_blank"" style=""color: rgb(6, 5, 5); background-color: rgb(250, 246, 246);"">أضغط هنا</a></p><p><br></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/0hk7ePI3EX85xembkP4m5fmz8CF84y7xMX1JVnqw.jpg""></p>","https://cdn.salla.sa/WAaN/5c64b6d0-3a25-4969-8d78-e226973cea2c-500x500-SxltHcSHBDVz9MccPAUavRHNw9UXyjftFpDPgm6b.png",1135,"2026-03-03T03:10:18Z",9,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"اشتراك أمازون برايم 6 اشهر ( بروفايل )  | Amazon Prime",49.99,"SAR","<iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/731889063/""></iframe><p class=""ql-align-right""><br></p><p class=""ql-align-right""><img src=""https://cdn.salla.sa/WAaN/UGg0mGp05SLrrTnGc4PHZbw4HLIvdmVHKzZ3naLE.gif""></p><p class=""ql-align-right""><img src=""https://cdn.salla.sa/WAaN/WpZZZwCLMUUDtQRCdqo0ePYswlPoyoxYUBr8cKRw.png""></p><p><br></p><p><br></p><p class=""ql-align-right""><br></p><p class=""ql-align-right""><br></p><p class=""ql-align-right""><img src=""https://cdn.salla.sa/WAaN/Andh5HeEU61vW97gyhhZvHjEbbX5Ms7AjKZJwT8F.gif""></p>","https://cdn.salla.sa/WAaN/8d80b1a4-ae7d-4dbd-9551-d33aee740e19-500x500-zlp1wK858UpIs9BQWb4vDm5R2OIuw4GjpeCTJXev.jpg",1135,"2026-02-04T19:49:27Z",8,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"اشتراك استارز بلاي باقة الأفلام والمسلسلات والرياضة ( الماكس ) -  لمدة 3 شهر",35.99,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/731889063/""></iframe><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><img src=""https://cdn.salla.sa/WAaN/7vOiJ1Pae2DACiLtX0EsZhauSQjnaqrRomCsBo5h.gif""></p><p><img src=""https://cdn.salla.sa/WAaN/XZJxla1rR1FUS8f7of2rvsETFRLg83oJDS6KfcKt.png""></p><p><br></p><p class=""ql-align-justify""><br></p><p><img src=""https://cdn.salla.sa/WAaN/fqkI9SVcUUbSnXof4Wt3ObvlClV3S5LkeNNi0s6p.gif""></p>","https://cdn.salla.sa/WAaN/45b329d0-0859-4861-8385-f177c2b0de21-500x500-DOImhRDKcvCxQN4O92HXfv8Ul9Tbz0ZZiPWCYBkx.jpg",1135,"2026-02-04T19:42:10Z",4,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"اشتراك استارز بلاي باقة الأفلام والمسلسلات والرياضة ( الماكس ) -  لمدة 6 شهر",49.99,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/731889063/""></iframe><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><img src=""https://cdn.salla.sa/WAaN/u3hneqC8blVUw40z4NGVY8H44jDFGhGYjAnahWrZ.gif""></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><img src=""https://cdn.salla.sa/WAaN/XZJxla1rR1FUS8f7of2rvsETFRLg83oJDS6KfcKt.png""></p><p><br></p><p class=""ql-align-right""><br></p><p class=""ql-align-justify""><br></p><p><img src=""https://cdn.salla.sa/WAaN/HIMlmu344tc95SxHBN8FsL0PVlVixZsMZOum8kEX.gif""></p>","https://cdn.salla.sa/WAaN/0b69405e-92b3-47f6-a9dd-d4ea473057cf-500x500-arteRvgaTiS9LobD4Nz0M2gVJHlUbyE3HKToQocS.jpg",1131,"2026-02-10T12:21:44Z",0,"1131","مايكروسوفت اوفيس","بطاقات رقمية","خدمات واشتراكات","مايكروسوفت اوفيس","618","بطاقات رقمية > خدمات واشتراكات > مايكروسوفت اوفيس"
"اشتراك استارز بلاي باقة الأفلام والمسلسلات والرياضة ( الماكس ) -  لمدة 12 شهر",95.99,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/731889063/""></iframe><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><img src=""https://cdn.salla.sa/WAaN/ublEWm1QgwAZiv8jwYtIkQuXdFH0rod6IUlUIbmZ.gif""></p><p class=""ql-align-justify""><br></p><p><img src=""https://cdn.salla.sa/WAaN/XZJxla1rR1FUS8f7of2rvsETFRLg83oJDS6KfcKt.png""></p><p><br></p><p class=""ql-align-right""><br></p><p class=""ql-align-justify""><br></p><p><img src=""https://cdn.salla.sa/WAaN/avOZqjsYdaXVZDlVjzCxEvyVNe56QNaHn43NcTj9.gif""></p>","https://cdn.salla.sa/WAaN/c6d19de9-2d70-4893-8734-b76cc62723b7-500x500-PturldiXyJPM1EtH34JSYBjxBjVms9z2oxHF1KJt.jpg",1131,"2026-02-04T19:42:02Z",9,"1131","مايكروسوفت اوفيس","بطاقات رقمية","خدمات واشتراكات","مايكروسوفت اوفيس","618","بطاقات رقمية > خدمات واشتراكات > مايكروسوفت اوفيس"
"اشتراك استارز بلاي باقة الأفلام والمسلسلات والرياضة ( الماكس ) | شهر واحد",17.99,"SAR","<iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/731889063/""></iframe><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/n7eaoPzL0CyNh1GPhp26KokMwgo9Nm3xBYvhfazw.gif""></p><p><img src=""https://cdn.salla.sa/WAaN/9HpCp6Em1eBCRQHYS8JYTyCQlXclyDYZ7wDXlqFF.png""></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/gya1u7GST6SNZFkbiSeVKqM6T2vMmo4zKtfOOgkU.gif""></p>","https://cdn.salla.sa/WAaN/0f240980-f5b5-4dd3-aa18-ae63ec1ed540-500x500-y1z5tbVLgNpWeqGj1rC1ptr6ozQQWTDl1EEUJAZP.jpg",417,"2026-02-04T19:38:24Z",0,"417","تصاميم عامة","منتجات رقمية","تصاميم رقمية","تصاميم عامة","417","منتجات رقمية > تصاميم رقمية > تصاميم عامة"
"سناب بلس باس - يوم واحد",9,"SAR","<p><strong>كود سناب زيرو – تجربة احترافية لمدة 24 ساعة </strong></p><p>استمتع بيوم كامل من المزايا الاستثنائية على تطبيق <strong>سناب شات</strong> مع <strong>كود زيرو يوم</strong></p><p>يوفّر لك الكود تجربة متقدمة وتحكمًا كاملاً في حسابك بطريقة آمنة وسهلة الاستخدام.</p><p><br></p><p>🔹 <strong>المميزات:</strong></p><ul><li>رفع الصور والفيديوهات من الاستوديو وكأنها لحظية.</li><li>تغيير موقعك على الخريطة بحرية تامة.</li><li>حفظ القصص والسنابات بدون قيود.</li><li>التقاط الشاشة دون إشعار الطرف الآخر.</li><li>مزايا احترافية تمنحك تجربة سناب شات مختلفة كليًا!</li></ul><p><br></p><p>🔹 <strong>مواصفات الكود:</strong></p><ul><li>يعمل لمدة <strong>24 ساعة فقط</strong> من التفعيل.</li><li>يتطلب وجود <strong>متجر تطبيقات بلس</strong> لتفعيل سناب زيرو.</li><li>مخصص لجهاز واحد فقط ولا يمكن استخدامه على أكثر من جهاز.</li><li>يعمل بعد تسجيل الدخول فقط.</li><li>لا يوجد ضمان ضد الحظر، والاستخدام يتم <strong>على مسؤوليتك الشخصية</strong>.</li></ul><p><br></p><p>✨ <strong>احصل على كود سناب زيرو الآن من فاست تايم</strong> واستمتع بيوم كامل من الأدوات الاحترافية والمزايا المتطورة على سناب شات!</p>","https://cdn.salla.sa/WAaN/e357a10e-b4a9-4e58-98f1-2419691e5e44-500x500-ZweIowDShIVXTYA0pSSUGFLBQcWk8TKU6eYDhzj7.png",1131,"2026-02-26T22:16:57Z",1,"1131","مايكروسوفت اوفيس","بطاقات رقمية","خدمات واشتراكات","مايكروسوفت اوفيس","618","بطاقات رقمية > خدمات واشتراكات > مايكروسوفت اوفيس"
"سناب بلس باس - 30 يوم",46.99,"SAR","<p>كود سناب زيرو – تجربة احترافية لمدة 30 يوم</p><p>استمتع بيوم كامل من المزايا الاستثنائية على تطبيق سناب شات مع كود زيرو يوم</p><p>يوفّر لك الكود تجربة متقدمة وتحكمًا كاملاً في حسابك بطريقة آمنة وسهلة الاستخدام.</p><p><br></p><p>🔹 المميزات:</p><ul><li>رفع الصور والفيديوهات من الاستوديو وكأنها لحظية.</li><li>تغيير موقعك على الخريطة بحرية تامة.</li><li>حفظ القصص والسنابات بدون قيود.</li><li>التقاط الشاشة دون إشعار الطرف الآخر.</li><li>مزايا احترافية تمنحك تجربة سناب شات مختلفة كليًا!</li></ul><p><br></p><p>🔹 مواصفات الكود:</p><ul><li>يعمل لمدة 30 يوم فقط من التفعيل.</li><li>يتطلب وجود متجر تطبيقات بلس لتفعيل سناب زيرو.</li><li>مخصص لجهاز واحد فقط ولا يمكن استخدامه على أكثر من جهاز.</li><li>يعمل بعد تسجيل الدخول فقط.</li><li>لا يوجد ضمان ضد الحظر، والاستخدام يتم على مسؤوليتك الشخصية.</li></ul><p class=""ql-align-right text-right"">✨ احصل على كود سناب زيرو الآن من فاست تايم واستمتع بيوم كامل من الأدوات الاحترافية والمزايا المتطورة على سناب شات!</p><p class=""ql-align-right""><img src=""https://cdn.salla.sa/WAaN/RMck8skZ8hNrk5dsxyjRK9YNaMTqmOMW7FcQImCR.gif""></p>","https://cdn.salla.sa/WAaN/55a5f220-293b-4a59-8bea-d7a6bb81c5d6-500x500-ggdGFEt19n2dCJEe2NfIy2aYLLbdVqbYT0UWYOfG.png",1135,"2026-02-26T22:16:40Z",3,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"اشتراك أمازون برايم 3 اشهر ( بروفايل )  | Amazon Prime",29.99,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/731889063/""></iframe><p class=""ql-align-right""><br></p><p class=""ql-align-right""><img src=""https://cdn.salla.sa/WAaN/Kh8VArYCJl5ovrTo1k6k0LDVZnBNEbcDIhH6PPED.gif""></p><p class=""ql-align-right""><br></p><p class=""ql-align-right""><img src=""https://cdn.salla.sa/WAaN/uS2GvGvoQ2AHWC35CZ5NEcPSPiBTuljJc5BwyjEB.png""></p><p class=""ql-align-right""><br></p><p class=""ql-align-right""><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/f1oQK56XA1DXtskvmwE0zEytik73WCuXuDnKyUtz.gif""></p>","https://cdn.salla.sa/WAaN/c55dc166-b35d-4252-818a-75dd889d3bdf-500x500-1LzObS3N9pvV12Zjd07LWMMZIIWuqW8fpwZb0PCB.jpg",1131,"2026-02-04T19:49:21Z",1,"1131","مايكروسوفت اوفيس","بطاقات رقمية","خدمات واشتراكات","مايكروسوفت اوفيس","618","بطاقات رقمية > خدمات واشتراكات > مايكروسوفت اوفيس"
"اشتراك يودل البلس",12.99,"SAR","<iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/730651994/""></iframe><p><img src=""https://cdn.salla.sa/WAaN/XnAMmlUsuXg34WgW98Fmlg7ENKHLMAAki0vONWBx.gif""></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/QG13OU5bmNAwFgRtxoKlTJGmW89I5cFM2jwrXPVz.png""></p><p><br></p><p class=""ql-align-right""><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/5zrO8gEZ5uYqboC8WhTvBNVT4KHzVvwWf5qwbtO8.gif""></p>","https://cdn.salla.sa/WAaN/56ee9722-315e-4dcf-abd4-d1bfd7ffca9d-500x500-uR6tEhDRpT0d7CnPbkGSMmXWIRRAATsvUgRUBbcC.jpg",1135,"2026-01-04T17:18:30Z",5,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"4950 مجوهره ازار | TOP UP GEMS AZAR",169,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/733635309/""></iframe><p><br></p><p><br></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/wmQJAw9qHnrHI4vbHyoYav51ZRSOI6Di8IF3QEA4.png""></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/82bfvyyXgYscgUfcAzIjwvL6KgjPuLNBkEWpO6wv.jpg""></p>","https://cdn.salla.sa/WAaN/vcgwUFGkLqpAO8eOF2CYV6FNbGzpv1i49Ae6IIOj.jpg",1131,"2026-02-07T22:36:58Z",5,"1131","مايكروسوفت اوفيس","بطاقات رقمية","خدمات واشتراكات","مايكروسوفت اوفيس","618","بطاقات رقمية > خدمات واشتراكات > مايكروسوفت اوفيس"
"22000 مجوهره ازار | TOP UP GEMS AZAR",579,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/733635309/""></iframe><p><br></p><p><br></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/wmQJAw9qHnrHI4vbHyoYav51ZRSOI6Di8IF3QEA4.png""></p><p class=""ql-align-right""><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/82bfvyyXgYscgUfcAzIjwvL6KgjPuLNBkEWpO6wv.jpg""></p>","https://cdn.salla.sa/WAaN/lqGFEArVQzGWuSf1qMDOpdayEEf4QchGXt5KhAlf.jpg",1131,"2026-02-07T22:36:07Z",7,"1131","مايكروسوفت اوفيس","بطاقات رقمية","خدمات واشتراكات","مايكروسوفت اوفيس","618","بطاقات رقمية > خدمات واشتراكات > مايكروسوفت اوفيس"
"1880 مجوهره ازار | TOP UP GEMS AZAR",89,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/733635309/""></iframe><p><br></p><p><br></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/wmQJAw9qHnrHI4vbHyoYav51ZRSOI6Di8IF3QEA4.png""></p><p><br></p><p class=""ql-align-right""><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/82bfvyyXgYscgUfcAzIjwvL6KgjPuLNBkEWpO6wv.jpg""></p>","https://cdn.salla.sa/WAaN/R6m2pLS8XKXR21Qo9MS2PIBc3VGA51PAUzaMNPav.jpg",1135,"2026-02-07T22:34:18Z",4,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"ثري دي ماكس سنة كاملة | Autodesk 3ds Max",110,"SAR","<h2>🎨🏗️🔥 <strong>ثري دي ماكس – Autodesk 3ds Max</strong></h2><p>احصل على اشتراك <strong>Autodesk 3ds Max</strong> أقوى برنامج للنمذجة والتصميم ثلاثي الأبعاد، والمستخدم على نطاق واسع في <strong>التصميم المعماري، الديكور الداخلي، الألعاب، والإعلانات</strong>.</p><p>الخيار المثالي للمصممين والمهندسين الذين يبحثون عن إخراج واقعي ونتائج احترافية عالية الجودة. ✨</p><p><br></p><p><br></p><h2>⭐ <strong>مزايا اشتراك Autodesk 3ds Max :</strong></h2><ul><li>🧩 <strong>نمذجة ثلاثية الأبعاد احترافية (3D Modeling)</strong></li><li>🏠 تصميم معماري وديكور داخلي بإخراج واقعي</li><li>🎮 مناسب لتصميم الألعاب والمشاهد ثلاثية الأبعاد</li><li>💡 أدوات إضاءة وخامات متقدمة لإظهار التفاصيل بدقة</li><li>🎥 إعداد مشاهد Render عالية الجودة</li><li>🔌 دعم الإضافات الاحترافية مثل <strong>V-Ray – Corona – Arnold</strong></li><li>🔄 توافق مع برامج Autodesk الأخرى مثل AutoCAD وRevit</li><li>☁️ حفظ ومزامنة الملفات عبر السحابة</li><li>💻 الاستخدام على <strong>جهاز واحد فقط</strong> في نفس الوقت</li></ul><p><br></p><p><br></p><h2>💛 <strong>مميزات الاشتراك عبر تركس:</strong></h2><ul><li>✨ اشتراك رسمي وموثوق</li><li>🧰 دعم فني متواصل 24/7</li><li>🌐 على حسابك الشخصي</li><li>✔️ اشتراكات مضمونة 100٪</li></ul><p><br></p><p><br></p><h2>⚠️ <strong>ملاحظات:</strong></h2><ul><li>سيتم ارسال دعوة لك على حسابك</li><li>اشتراك تعليمي</li><li>وبعد قبول دعوه سيتم تفعيل اشتراك</li></ul><p><br></p><p><br></p><h2>🎨🌟 <strong>ليش تختار Autodesk 3ds Max؟</strong></h2><p>لأن <strong>3ds Max</strong> هو البرنامج المفضل لإخراج التصاميم الواقعية!</p><ul><li>🏆 معتمد لدى مصممي الديكور والمعماريين</li><li>🏠 إخراج معماري واقعي بجودة عالية</li><li>🎮 مناسب للألعاب والإعلانات</li><li>🎥 Render احترافي ومرن</li><li>🔌 دعم واسع للإضافات</li><li>🚀 أداء قوي للمشاريع الكبيرة</li></ul><p><br></p><p><br></p><p><strong>باختصار… 3ds Max هو أداتك الأساسية للإبداع ثلاثي الأبعاد والإخراج الواقعي.</strong> ✨</p>","https://cdn.salla.sa/WAaN/f586223b-aa5a-46e5-967e-daf86ffeeec2-500x500-SLtmncpOsGD4EbeVM8nZoRg8XyQNdZT6F0COptT3.jpg",1131,"2026-02-16T18:31:57Z",0,"1131","مايكروسوفت اوفيس","بطاقات رقمية","خدمات واشتراكات","مايكروسوفت اوفيس","618","بطاقات رقمية > خدمات واشتراكات > مايكروسوفت اوفيس"
"بطاقة ستيم سعودي 100 ريال",128.55,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/736864435/""></iframe><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/zrWmPfTjty462U5cIcRqshEWUUesEma0mxOvHuS5.gif""></p><p><img src=""https://cdn.salla.sa/WAaN/uicHeAxxz8yDoIB2eLhvz4komAEePPzjagjOHnu9.png""></p><p><br></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/hkGDw3EKAuB0PP7uNyMCNmrC9oxR0yzrQw8tmjCe.gif""></p>","https://cdn.salla.sa/WAaN/wteiV3P3oKuJJBa2Fwo3zBP7zQ4jG4QGYDNVifNH.png",1135,"2026-02-26T16:39:21Z",8,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"بطاقة ستيم سعودي 200 SR",279,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/736864435/""></iframe><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/XA3p1qIhn1q5Ely1TOFrYpGE4GkxIwMZCSp4jmeB.gif""></p><p><img src=""https://cdn.salla.sa/WAaN/uicHeAxxz8yDoIB2eLhvz4komAEePPzjagjOHnu9.png""></p><p><br></p><p><br></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/gF8pYnESfBXMD5IF06VALSkE0tnuOUA9KpXEzUxN.gif""></p>","https://cdn.salla.sa/WAaN/dYEfxE8QE6KBjAXPq9hdKj7l996eL1QftRc3RBLu.png",1135,"2026-02-21T15:49:19Z",0,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"بطاقة أمازون 50$ أمريكي",239,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/736864435/""></iframe><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/kJEeYKykhtJu1ilp06ZUjabRChVsZRhS6Xt0P1v8.gif""></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/WDfrqMxEuqHfflRqZXA2jHABsejjj4PN4Fo7Qb2p.png""></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/UTNUJ6cPUcu6xATjhEppPepdE2VDiZJOwg8P0FCC.gif""></p>","https://cdn.salla.sa/WAaN/h91z6ELdyGavKtCCdW9mTyUh45BJQCxXiYHJjFqE.png",1135,"2026-02-17T01:37:36Z",0,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"بطاقة بلايستيشن $100 - للحساب الأمريكي",392,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/736864435/""></iframe><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/eotV5O1zfseHaRNxzujPY8jgzQcknp9sRJMstfHa.gif""></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/VhKUTXhLFaI0rZsdF0tGXB8jsD9MbIaslCvRMqMG.png""></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/F9DVyu9VT6wIEsc78cFq9STRJXqAnQLtrGmQ4XBF.gif""></p>","https://cdn.salla.sa/WAaN/5bUe7KfEdTDrijWVXKdVTfM3Loi619VMGQMd3w1H.jpg",1131,"2026-02-11T18:59:18Z",7,"1131","مايكروسوفت اوفيس","بطاقات رقمية","خدمات واشتراكات","مايكروسوفت اوفيس","618","بطاقات رقمية > خدمات واشتراكات > مايكروسوفت اوفيس"
"بطاقة ستيم سعودي 20 SR",35,"SAR","<p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/736864435/""></iframe><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/RZSiLVfTRZillZ4KCyP31CzZK2CpMneTEmuldWCx.gif""></p><p><img src=""https://cdn.salla.sa/WAaN/uicHeAxxz8yDoIB2eLhvz4komAEePPzjagjOHnu9.png""></p><p><br></p><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/l9yN4OXqX7RtWZtY2nqeDpsQj4tY9fQooh6CDVcM.gif""></p>","https://cdn.salla.sa/WAaN/V4MZxpBzCjP92jiHt9RTc7qBfqU4IR5prLMv0F6W.png",1135,"2026-02-12T05:27:01Z",9,"1135","ويندوز","بطاقات رقمية","خدمات واشتراكات","ويندوز","622","بطاقات رقمية > خدمات واشتراكات > ويندوز"
"اشتراك نيترو كلاسيك ديسكورد 12 اشهر | DISCORD NITRO",110.99,"SAR","<iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://player.vimeo.com/video/736576870/""></iframe><p><br></p><p><br></p><p><img src=""https://cdn.salla.sa/WAaN/KFGcbT2QmOel4f3aScpwQq3caA0me3siUeVZNLO7.png""></p><p><img src=""https://cdn.salla.sa/WAaN/yfixivErylKWwotGvWuUcCLjIiUOcJVi1fmjJnPb.gif""></p>","https://cdn.salla.sa/WAaN/ZE6lFFErqLuI9K5BzlIz5NpZFGDiw3qpHOdWZg7P.png",417,"2026-02-27T17:35:40Z",7,"417","تصاميم عامة","منتجات رقمية","تصاميم رقمية","تصاميم عامة","417","منتجات رقمية > تصاميم رقمية > تصاميم عامة"
